espacio_cultural_id,provincia_id,localidad_id,observaciones,provincia,localidad,nombre,direccion,codigo_postal,codigo_indicativo_telefono,telefono,mail,web,latitud,longitud,fuente,juridisccion,anio_de_creacion,descripcion_de_patrimonio,anio_de_inauguracion
300144,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Del Teatro,Av. Santa Fe 1243,C1059ABG,011,48117678,,,-34.595599,-58.384959,DNPyM,Privada,,"El museo exhibe fotografías de artistas, libros y documentos del comienzo de la institución y recuerdos de la estadía en Francia de su creadora, Regina Pacini, junto a su esposo, Marcelo T. De Alvear. En la sala Carlos Gardel se exponen documentos person",
300145,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Comisión De Historia Y Museo De Odontología De La Asociación Odontológica Argentina,Junín 959,C1113AAC,011,49616141,,,-34.597805,-58.397211,DNPyM,Privada,,"Muebles, aparatos, instrumental, diapositivas, diplomas, documentación, medallas y cuadros relativos a la historia de la odontología y a la asociación odontológica argentina. Su biblioteca posee, entre otros antiguos ejemplares, la edición original de Le",
300146,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Historia De La Cirugía Vicente Aníbal Risolía,Paraguay 2155,C1121ABG,011,59509500,,,-34.598038,-58.398271,DNPyM,,,"Valiosas piezas entre las que se destacan 25 cajas de cirugía de origen francés que datan de 1872, pertenecientes al Dr. Martín Lavallol, e instrumental quirúrgico de los doctores Ignacio Pirovano, Cecilia Grierson, Juan B. Justo y Nicolás Repetto. Apara",
300147,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Holocausto,Montevideo 919,C1019ABS,011,48113588,informaciones@fmh.org.ar,,-34.5982,-58.3897,DNPyM,,,,
300148,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Forense De La Justicia Nacional Dr. Juan Bautista Bafico,Junín 760,C1026ABP,011,43742035,,,-34.6003,-58.3972,DNPyM,Nacional,,Piezas de anatomía exibidas en cubas de vidrio. Una variada y valiosa colección de materiales de interes médico-legal alguno de los cuales datan de comienzo del siglo XX. Calcos de yeso. Objetos relacionados con el tráfico y consumo de drogas ilícitas. F,
300149,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller Museo Gyula Kosice,Humahuaca 4662,C1192ACP,011,48018615,,,-34.601011,-58.430613,DNPyM,Privada,,"Se expone la obra del artista plástico argentino Gyula kosice, redactor del Manifiesto Madí y cofundador del célebre movimiento. También pueden observarse obras hidroclimáticas, hidrolumínicas, digitales y una notable escultura articulada móvil que data",
300150,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Batato Barea,"Tucumán 3054, dpto. 11",C1189AAH,011,49622592,,,-34.601022,-58.40858,DNPyM,Privada,,"En la que fuera casa del actor - clown Batato Barea, ícono indiscutible del under porteño, se ha erigido un museo que lo evoca a través de innumerables registros en video, proyecciones, fotografías, libros y objetos.",
300151,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Colegio  De La Salle De Ciencias Naturales Y Del Hombre,Riobamba 650,C1025ABN,011,43746449,dirgral@delasalle.esc.edu.ar,,-34.6015,-58.3942,DNPyM,Privada,,"Ciencias naturales, numismática, medallística, maquetas, armas, objetos varios y curiosos.",
300152,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Carlos Gardel,Jean Jaurés 735,C1215ACM,011,49642015,,,-34.601615,-58.407894,DNPyM,Municipal,,"El museo tiene sede en la casa donde vivieron Carlos Gardel y su madre, reconstruida en base a su concepción original. Muestra el universo Gardeliano, desde el mito forjado en el imaginario colectivo hasta la intimidad de la vida cotidiana del ""Zorzal Cr",
300153,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Corbeta A.R.A. Uruguay,"Puerto Madero, dique 4",1104,011,43141090,,www.ara.mil.ar,-34.6037,-58.3664,DNPyM,Nacional,,Es el buque argentino más antiguo botado en 1874. Comprado por el presidente Domingo Farmiento Sarmiento. Integró la flota de hierro y vapor de nuestro país. Fué buque escuela. Sembró soberanía. En 1903 rescató la expedición científica del Dr. Otto Norde,
300154,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Niños Abasto,"Av. Corrientes 3247, segundo nivel del Shopping Abasto",C1193AAE,011,48612325,,,-34.603944,-58.411006,DNPyM,Privada,,"Centro de entretenimientos donde los chicos aprenden jugando temas relativos a la ciudad. Rescata el valor de la ciudad como centro de desarrollo y de intercambio social, cultural y tecnológico. Los visitantes inician un proceso de descubrimiento que com",
300155,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mitre,San Martín 336,C1004AAH,011,43947659,,,-34.604,-58.3738,DNPyM,Nacional,,"Mobiliario y objetos personales pertenecientes al general Bartolomé Mitre. Numismática y medallística. Archivo documental. Biblioteca y mapoteca, que abarcan desde el período colonial hasta el siglo XX.",
300156,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Mujer,Pasaje Rivarola 175,C1015AAA,011,43839054,,,-34.606723,-58.385337,DNPyM,Privada,,"Exposiciones, cursos, seminarios, conferencias y coloquios destinados a fomentar la reinvindicación de los derechos e intereses de las mujeres, su lucha histórica contra la doble opresión y subordinación de género. El museo propone el rescate y difusión",
300157,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Mundial Del Tango De La Ademia Nacional,Rivadavia 830,C1002AAT,011,43456967,,,-34.608244,-58.378263,DNPyM,,,"El museo fue inaugurado sobre la idea, proyecto arquitectónico y guión del maestro Horacio Ferrer. Ofrece un recorrido por la historia del tango a través de paneles, vitrinas y documentales. El olimpo de las glorias del tango cuenta con gigantografías, o",
300158,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Honorable Cámara De Diputados,Av. Rivadavia 1864,C1033AAV,011,63107100,,,-34.609307,-58.392925,DNPyM,Nacional,,"Ubicado en el salón de los pasos perdidos del Congreso de la Nación, el museo recuerda a los hombres ilustres que pasaron por la cámara de diputados, ejerciendo el mandato popular y contribuyendo a la vida política Argentina en democracia. Cuadros, objet",
300159,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Casa Fernández Blanco,Hipólito Irigoyen 1420,C1089AAB,011,43263396,,,-34.610001,-58.386447,DNPyM,Gobierno de la Ciudad,,"Destinada a exhibir las colecciones de artes aplicadas de los siglos XIX y XX, alberga la exposición permanente ""había una vez...muñecas y juguetes (1870 - 1940)"" colección de Mabel y María Castellano Fotheringham, patrimonio del museo",
300160,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Parlamentario Senador Domingo Faustino Sarmiento,Hipólito Irigoyen 1702,C1089AAH,011,40103020,dcampos@senado.gov.ar,www.senado.gov.ar,-34.6102,-58.3905,DNPyM,Nacional,,Relacionadas al poder legislativo de la nación. Las colecciones están distribuídas en todo el edificio.,
300161,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Bicentenario,Av. Paseo Colón 100,C1063ACN,011,43443802,,,-34.610515,-58.36945,DNPyM,,,,
300162,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo Minero - Mumin,Avda. Diagonal Sur Julio A. Roca 651 p.b.,C1067ABB,011,43494450,,,-34.610994,-58.375757,DNPyM,Nacional,,El museo posee ejemplares mineralógicos tanto nacionales como extranjeros. Su función es difundir la importancia de la minería y su importancia en la vida cotidiana. Se realizan exposiciones temporarias.,
300163,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Complejo Histórico Cultural Manzana De Las Luces,Perú 272,C1067AAF,011,43429930,,,-34.611098,-58.374751,DNPyM,Nacional,,"Desde su creación en 1971, el organismo ha promovido la realización de actividades tales como visitas guiadas, conferencias y congresos, presentaciones de libros, etc. Además, tienen su sede el consejo internacional de museos, la biblioteca «arquitecto F",
300164,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico Juan Bautista Ambrosetti,Moreno 350,C1091AAH,011,43317788,,,-34.6113,-58.3713,DNPyM,Nacional,,"Colecciones de arqueología, etnografía y folklore, correspondientes a diversas épocas, culturas y lugares geográficos, la mayoría de Argentina.",
300165,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Luz,Boyacá 1553,C1416AAI,011,45821922,,,-34.611756,-58.467495,DNPyM,Privada,,"Como protagonista de la industria luminotécnica, la empresa Hugo Mainieri s.a. Atesoró una importante colección que se exhibe en el primer museo de la luz de argentina, cuya sede fue diseñada especialmente a tal efecto.",
300166,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Santo Domingo,Defensa 422 / Av. Belgrano s/n,C1065AAH,011,43311668,,,-34.612779,-58.371804,DNPyM,Privada,,"Emplazado en los claustros del convento de santo domingo, el museo exhibe muestras de arte de los siglos xvii, xviii y xix y banderas españolas ganadas en batalla por el gral. Manuel belgrano. Permite también recorrer el convento y la basílica de nuestra",
300167,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Fotografía Humberto F. Zappa,Avda. Paseo Colón 470,C1063ACR,011,43319734,,,-34.6132,-58.3691,DNPyM,Privada,,Aparatos y accesorios relacionados con la fotografía.,
300168,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Marcapasos Y Precursores De La Medicina Moderna,Catamarca 536,C1231AAB,011,49312560,,,-34.616607,-58.405657,DNPyM,Nacional,,"El afamado cardiólogo argentino Dr. Rubén Posse reunió una importante colección de marcapasos que incluye los modelos más antiguos que se conocen. Luego de su muerte, sus discípulos plantearon la necesidad de crear un museo que albergara dicha colección,",
300169,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Psicología Argentina Horacio Piñero,Av. Independencia 3065,C1225AAM,011,49574348,,,-34.619677,-58.408732,DNPyM,,,"El museo alberga gran parte del instrumental científico del laboratorio de psicología experimental creado por el doctor Horacio Piñero, y que funcionó a partir del año 1901 en la Facultad de Filosofía y Letras de la Universidad de Buenos Aires. Tareas de",
300170,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Fundación Museo Del Automóvil De La Ciudad De Buenos Aires,Irigoyen 2265,C1408CPU,011,46440828,,,-34.620794,-58.526163,DNPyM,Privada,,"Automóviles de época, clásicos, deportivos y de competición. Antigüedades y objetos que formaron parte del Buenos Aires de principios de siglo. La calle de los recuerdos reproduce fachadas de comercios y de casas, y una estación de servicio de YPF y del",
300171,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Moderno De La Ciudad De Buenos Aires,Avda. San Juan 350,C1147AAO,011,43422970,mamba@xlnet.com.ar,,-34.6218,-58.3705,DNPyM,Municipal,,"El Mamba posee un importante patrimonio formado fundamentalmente por obras de aristas argentinos del siglo XX. Pinturas, esculturas, dibujos, grabados, especialmente de las décadas del 40, 50 y 60. Asimismo cabe mencionar obras de artistas internacionale",
300172,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Calcos Y Escultura Comparada Ernesto De La Cárcova,Avda. España 1701,C1107CND,011,43614419,,,-34.624209,-58.345305,DNPyM,Nacional,,"Calcos de esculturas y relieves egipcios, asirios, griegos, etruscos, romanos, románticos, góticos, renacentistas, etc.",
300173,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Itinerante De Arte Contemporáneo Del Mercosur,av. Caseros 2739,C1264AAH,011,49415478,,,-34.636359,-58.401144,DNPyM,Privada,,"Obras de artistas argentinos y del resto de los países del mercosur y del mundo. Se destacan sus colecciones de pintura y fotografía, de humor gráfico e historietas. Esta última posee obras de destacados humoristas de más de 150 ciudades del mundo. Compa",
300174,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Memorias De San Juan Evangelista,Olavarría 486,C1162ABJ,011,43022194,,,-34.636672,-58.359566,DNPyM,Privada,,"El museo ofrece al público visitante un original recorrido por la historia religiosa y las prácticas devocionarias de numerosos inmigrantes italianos llegados al barrio de La Boca, en el marco de la primera iglesia salesiana del país.",
300175,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Pasión Boquense,Brandsen 805,C1161AAQ,011,43621100,,,-34.636675,-58.364741,DNPyM,Privada,,"La historia del Club Atlético Boca Juniors se expresa en este museo, junto con la historia del fútbol en el país, la identidad del barrio de La Boca y la cultura popular de los argentinos. Incluye técnicas avanzadas de exhibición, efectos escénicos y lum",
300176,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Los Corrales Viejos De Parque Patricios,Zavaleta 140,C1437EYD,011,43080056,,,-34.638393,-58.403311,DNPyM,Privada,,"Algunas salas que lo componen son las de: teléfonos antiguos, libertador San Martín, parque de la patria, premios militares y medallas, muñecos, usos y costumbres. Colecciónes de: mates de plata, abanicos y peinetones, muestra de ciencias naturales, numi",
300177,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"Museo Maguncia. Museo Del Papel, Grabado Y Estampa",Av. Pedro de Mendoza 1855,C1169AAC,011,41165550,,,-34.639321,-58.361646,DNPyM,Privada,,"Espacio de naturaleza y arte que cobija también elementos para el trabajo en papel y miniaturas de libros. Antiguas molazas de 1900 para macerar vegetales, prensas gráficas, litografías y calcografías. Su galería exhibe obras de Michiko Hoshino, Laurence",
300178,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Bellas Artes Al Aire Libre Caminito,"Pasaje Caminito, entre Magallanes y Gral. Gregorio Aráoz de Lamadrid",1427,011,41145736,,,-34.639337,-58.362798,DNPyM,Municipal,,"Caminito fue la primera calle peatonal de este tipo en el mundo. Lleva su nombre en homenaje al músico Juan de Dios Filiberto, autor de la música del tango homónimo. Es un museo al aire libre con esculturas, relieves y murales en piedra, cemento y cerámi",
300179,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales De Especialidad Zoológica Médica,Av. Vélez Sársfield 563,C1282AFF,011,43012888,,,-34.641309,-58.39018,DNPyM,Nacional,,"Exhibe especies venenosas de importancia sanitaria de diferentes lugares del mundo, particularmente de Argentina. Además de los preparados del museo, se encuentran cuatro terrarios de exhibición de ofidios venenosos del país. Complementan la muestra, cla",
300180,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Balanza,California 2000,C1289AAN,011,43030000,,,-34.647543,-58.376487,DNPyM,,,"Este museo, único en su género, atesora un vasto patrimonio conformado por piezas provenientes de más de 100 países. Balanzas para gases, líquidos, hilos, granos, huevos, personas, joyas, camiones, carros, postales, de farmacias, de laboratorio, y alguna",
300181,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Taller-Museo José Pallarols Torrás,Defensa 1094,C1065AAT,011,43617360,pallarols@sion.com.ar,,-34.6206,-58.3714,DNPyM,Privada,1974,"Taller de platería, herramientas, obras sobre papel, dibujos, grabados. Se realizan trabajos a la vista del visitante.",
300182,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico De Las Obras Misionales Pontificias,Medrano 735,C1179AAM,011,48631357,ompar@sion.com,,-34.6015,-58.4207,DNPyM,Privada,1985,"Instrumentos musicales, armas, tejidos, adornos, máscaras, etc, de Asia y Africa.",
300183,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Anestesiología Y Biblioteca Histórica,Fragata Sarmiento 541,C1405APC,011,44330023,museo@aaarba.org,,-34.6081,-58.3665,DNPyM,Privada,2003,Equipos e instrumentos médico-anestesiológicos. Cirujanos y anesteciólogos que dejaron huella en la medicina. Evolución de los métodos en la lucha en la eliminación del dolor.,
300184,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Artes Plásticas Eduardo Sívori,Avda. Infanta Isabel 555,C1425ABX,011,47783899,,,-34.5696,-58.4171,DNPyM,Municipal,1934,"Pinturas, esculturas, dibujos, grabados y tapices de artistas argentinos consagrados, o realizados en el pais desde el siglo pasado hasta el presente. Salon Manuel Belgrano.",
300185,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Regimiento Granaderos A Caballo Gral. San Martín,Luis María Campos 554,C1426BOQ,011,45765666,,,-34.5715,-58.4345,DNPyM,Nacional,1968,"Armas, uniformes, medallística, iconografía y otros objetos pertenecientes o relacionados con el regimiento y su creador, el general José de San Martín, del cual se exhibe el sable corvo. Poncho de lavalle. Documentos y correspondencia del libertador y d",
300186,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Inmigración,Avda. Antártida Argentina 1355,C1104ACA,011,43170285,,,-34.584889,-58.372753,DNPyM,Nacional,1985,"Está situado en el antiguo hotel de inmigrantes (1911-1953). Valora el conjunto arquitectónico, destacando la importancia histórica, cultural, económica y social del fenómeno inmigratorio en el país. Su acervo son libros de registro de entradas de inmigr",
300187,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales Del Colegio San José,Bartolomé Mitre 2455,C1029AAM,011,49514303,,,-34.608573,-58.401317,DNPyM,Privada,,"Predominantemente zoológicas: corales, moluscos, artrópodos, batracios, peces, reptiles, mamíferos, etc.",1918
300188,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Buenos Aires Brigadier General Cornelio De Saavedra,Crisólogo Larralde 6309,C1431AQG,011,45720746,museosaavedra@uolsinectis.com.ar,,-34.5688,-58.5075,DNPyM,Municipal,1925,"Colecciones de platería rural; mobiliario, obras de arte, vestimentas, numismática, documentos, iconografía de la ciudad, armas, peinetones, monetario argentino y americano, etc., correspondientes a los siglos xviii y xix.",1925
300189,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo S.E. Casa De La Moneda,Av. Antártida Argentina 2085,C1104ACH,011,57763545,,,-34.581173,-58.374032,DNPyM,,1875,"Alberga un invaluable patrimonio industrial, cultural e histórico. Se inauguró con el objetivo de preservar y transmitir la historia del organismo, estrechamente entrelazada con el devenir político y económico del país. Exhibe un interesante patrimonio i",1931
300190,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Sarmiento,Juramento 2180,C1428DNJ,011,47812989,,,-34.560825,-58.454546,DNPyM,Nacional,,"Mobiliario, objetos y documentación pertenecientes a Domingo Faustino Sarmiento, a Nicolás Avellaneda y a los congresales de 1880. Obras de arte de Augusto y Eugenia Belín Sarmiento. Medallas conmemorativas, libros. Biblioteca y archivo.",1942
300191,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional Del Cabildo De Buenos Aires Y De La Revolución De Mayo,Bolívar 65,C1066AAA,011,43341782,,,-34.6086,-58.3735,DNPyM,Nacional,1933,"Sus colecciones estan distribuídas en las salas: capitular, de mayo, invasiones inglesas, hall central, sala hardoy, galería de los virreyes y calabozo.",1943
300192,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Armas De La Nación Tte. Gral. Pablo Riccheri,Av. Santa Fe 702-750,C1059ABO,011,43111071,museo@circulumilitar.org,,-34.5958,-58.3769,DNPyM,Nacional,1908,"Armas en general desde el siglo XII hasta la segunda guerra mundial. Armas usadas en el país desde la conquista y colonización hasta nuestros días. Cuadros, uniformes, documentos.",1944
300193,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Popular José Hernández,Avda. del Libertador 2373,C1425AAJ,011,48032384,,,-34.5803,-58.4049,DNPyM,Municipal,1942,"Platería rioplatense de los siglos XVIII al XX: cabezadas, aperos, cuchillos, estribos, rastras, mates, etc. Artesanías regionales: imaginería, alfarería, tejidos, instrumentos musicales, máscaras, armas y pinturas. Reconstrucción de una antigua pulpería",1952
300194,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Yrurtia,O'Higgins 2390,C1428AGL,011,54114781,museocasayrurtia@fibertel.com.ar,www.artesur.com.ar/yrurtia/casayrurtia.htm,-34.5571,-58.4553,DNPyM,Nacional,,"Bronces y yesos de Rogelio Yrurtia; pinturas, obras de pintores argentinos contemporáneos; obra pictórica de Lía Correa Morales.",1953
300195,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Serpentario,Avda. Vélez Sarsfield 563,C1282AFF,011,43012888,adolab@anlis.gov.ar,,-34.6412,-58.3898,DNPyM,Nacional,1957,"Ofidios venenosos y no venenosos, anfibios, peces, arácnidos, insectos y miriápodos, autóctonos y exóticos. Vivarios de arácnidos y ofidios autóctonos.",1957
300196,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Rosada,Hipólito Irigoyen 219,C1086AAA,011,43443802,Museo@presidencia.gov.ar,,-34.6088,-58.3698,DNPyM,Nacional,1957,"Objetos relacionados con los presidentes argentinos: mobiliario, armas, bandas y bastones, medallas, condecoraciones, documentos, pinturas y grabados, fotografías, esculturas, vestimenta, etc. En el período 1826- 1976.",1961
300197,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Ricardo Rojas - Instituto De Investigaciones Literarias,Charcas 2837,C1425BMG,011,48244039,casadericardorojas@hotmail.com,,-34.5939,-58.4065,DNPyM,Nacional,1962,"Obras de arte, objetos históricos y de arqueología, etnografía y folklore, vinculados a Ricardo Rojas y a su época.",1962
300198,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Grabado,Agüero 2502. Sede ubicada en el predio de la Biblioteca Nacional,C1425EID,011,48023295,,,-34.584541,-58.397598,DNPyM,Nacional,,Grabados contemporáneos de artistas argentinos y extranjeros; ediciones bibliográficas con grabados originales.,1964
300199,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Criollo De Los Corrales,Avda. de los Corrales 6476,C1440BBN,011,46871949,,,-34.6626,-58.5002,DNPyM,Privada,1967,"Colecciones referidas a la tradición e historia del campo argentino, sus hombres, usos y costumbres, en el período comprendido entre 1750 y 1900.",1967
300200,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Arte Oriental,Avda. del Libertador 1902,C1425AAS,011,48015988,,,-34.582,-58.4015,DNPyM,Nacional,1965,"El museo cuenta con una colección de más de 3000 piezas, 1800 libros, 2500 revistas y publicaciones periódicas y 300 documentales. Objetos de artes plásticas y aplicadas, artesanías, vestuario, elementos de uso doméstico y ritual, del cercano y medio ori",1970
300201,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Ciudad,Defensa 219,C1065AAC,011,43319855,,,-34.6104,-58.3721,DNPyM,Municipal,1968,"Los edificios sede del museo tiene valor patrimonial, estos son ""Casa Elorriaga"" (1809),  ""Sasa Ezcurra (1830), ""Casa altos farmacia de la estrella"" (1895). Elementos que documentan el desarrollo edilicio y costumbrista de la ciudad de Buenos Aires: puer",1972
300202,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monumento Antiguo Recinto Del Congreso Nacional,Balcarce 139,C1064AAC,011,43315147,,,-34.6093,-58.3708,DNPyM,Nacional,,"Numismática de la época independiente hasta nuestros días; medallística de los siglos XIX y XX; documentos autógrafos; archivo histórico del siglo XIX. Mobiliario original, oleos, fotografías.",1975
300203,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Historia Del Traje,Chile 832,C1098AAR,011,43438427,,,-34.6163,-58.3779,DNPyM,Nacional,,"Piezas de indumentaria civil urbana de distintas extracciones sociales, de adultos, jóvenes y niños. Accesorios (bastones, sombrillas, zapatos, etc.)",1976
300204,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo General Belgrano,Saráchaga 4906,C1407EGP,011,46716464,,,-34.6332,-58.4944,DNPyM,Privada,1977,"Iconografia, armas, numismática, manuscritos correspondientes a la época del prócer Manuel Belgrano. Objetos personales. Mobiliario.",1984
300205,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Penitenciario Argentino Antonio Ballvé,Humberto 1° 378,C1103ACH,011,43610917,,,-34.6244,-58.4511,DNPyM,Nacional,1984,"Elementos relacionados con la institución penitenciaria: mobiliario y otros objetos, réplicas de celdas, documentos, desde 1822 hasta el presente.",1984
300206,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Cera,Dr. Enrique del Valle Iberlucea 1261,C1160ABM,011,43011497,,,-34.6391,-58.362,DNPyM,Privada,,"Dioramas tamaño natural de escenas desde el primer asentamiento de la ciudad de Buenos Aires hasta nuestros días, 2da. Fundación de Buenos Aires, malón, doma, candombe, duelo, cuartedor, apuesta, tango orillero; figuras en cera de personajes famosos: Ben",1984
300207,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Sacro María Antonia De San José - Santa Casa De Ejercicios Espirituales,Avda. Independencia 1190,C1099AAY,011,43040984,artesacro@csel.com,,-34.6177,-58.3828,DNPyM,Privada,1987,"Casa de retiros y convento fundado por la venerable María Antonia de San José en 1795. En su interior se puden observar sus nueve claustros de estilo barroco colonial originales con sus espadañas, brocales y piso de ladrillos, como así tambien una muy im",1987
300208,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Esculturas Luis Perlotti,Pujol 644,C1405ALD,011,44312825,,,-34.615,-58.4482,DNPyM,Municipal,,"Esculturas en marmol, bronce, tallas en madera y yesos originales de Luis Perlotti.",1994
300209,02,02000010,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Patología De La Universidad De Buenos Aires,J.E.Uriburu 950,C1114AAD,011,45083602,,,-34.597653,-58.39907,DNPyM,Nacional,,"Preparados microscópicos de enfermedades en su estado natural. Histoteca, diapoteca, biblioteca histológica de medicina y patología. Instrumental utilizado en la práctica de la patología.",1998
